return_id,order_id,product_id,qty,reason,processed_date,refund_amount
RT_1950d777989f6a877539f53795b4c3c3,1950d777989f6a877539f53795b4c3c3,,1,canceled/unavailable,2018-02-19,44.09
RT_0130f0f71fb0e831d18e6a3b33a3a50c,0130f0f71fb0e831d18e6a3b33a3a50c,,1,canceled/unavailable,2017-05-12,52.77
RT_ddaec6fff982b13e7e048b627a11d6da,ddaec6fff982b13e7e048b627a11d6da,,1,canceled/unavailable,2016-10-04,116.99
RT_84b8ba39037606b7b30a39d02e9e4154,84b8ba39037606b7b30a39d02e9e4154,,1,canceled/unavailable,2018-06-27,414.97
RT_5290c34bd38a8a095b885f13958db1e1,5290c34bd38a8a095b885f13958db1e1,,1,canceled/unavailable,2018-08-21,206.88
RT_6261f3240a8778c656bd28aeb2ba9985,6261f3240a8778c656bd28aeb2ba9985,,1,canceled/unavailable,2017-05-31,215.83
RT_5ad5a1ef522da1732ab963ea1fb6165b,5ad5a1ef522da1732ab963ea1fb6165b,,1,canceled/unavailable,2017-06-22,25.23
RT_2f30c0b1905c65a8ff6c6358bc909625,2f30c0b1905c65a8ff6c6358bc909625,,1,canceled/unavailable,2017-12-08,217.93
RT_534a0fbe91a806a1dc6bf09b497e3d6f,534a0fbe91a806a1dc6bf09b497e3d6f,,1,canceled/unavailable,2018-01-22,158.3
RT_5965bbd72c3ca0d9634419437ca53897,5965bbd72c3ca0d9634419437ca53897,,1,canceled/unavailable,2017-01-30,147.99
RT_03310aa823a66056268a3bab36e827fb,03310aa823a66056268a3bab36e827fb,,1,canceled/unavailable,2018-08-07,3184.34
RT_b07abc8b9acaf00e79b4657419f469f3,b07abc8b9acaf00e79b4657419f469f3,,1,canceled/unavailable,2017-03-09,23.72
RT_1ff6183537eb3a189de77b309ed28ad1,1ff6183537eb3a189de77b309ed28ad1,,1,canceled/unavailable,2018-01-02,84.23
RT_2411e5019928e883d049f7242362c23b,2411e5019928e883d049f7242362c23b,,1,canceled/unavailable,2017-09-17,22.38
RT_96ae30a2357a999e6010b2f1401af374,96ae30a2357a999e6010b2f1401af374,,1,canceled/unavailable,2017-07-31,38.75
RT_f8303e6eff198d1749d04649a1eb2bb6,f8303e6eff198d1749d04649a1eb2bb6,,1,canceled/unavailable,2018-01-21,103.27
RT_73c182f8914a0064d6c64ad65e4c6942,73c182f8914a0064d6c64ad65e4c6942,,1,canceled/unavailable,2017-02-08,67.68
RT_4c8b9947280829d0a8b7e81cc249b875,4c8b9947280829d0a8b7e81cc249b875,,1,canceled/unavailable,2018-08-09,118.35
RT_e5fa5a7210941f7d56d0208e4e071d35,e5fa5a7210941f7d56d0208e4e071d35,,1,canceled/unavailable,2016-09-05,75.06
RT_c2ccb6c2af36d8492e83ecf528f2755c,c2ccb6c2af36d8492e83ecf528f2755c,,1,canceled/unavailable,2018-05-21,91.56
RT_b7be5e58fd37e6165dbb39e8362c8446,b7be5e58fd37e6165dbb39e8362c8446,,1,canceled/unavailable,2017-06-29,91.76
RT_b13ea375fe9c728832688264638f84cf,b13ea375fe9c728832688264638f84cf,,1,canceled/unavailable,2018-08-22,139.22
RT_bcd65d5c97ac448bb3efc90b759909fd,bcd65d5c97ac448bb3efc90b759909fd,,1,canceled/unavailable,2018-07-20,69.16
RT_46f36d95da75ced0462d57df904d36d0,46f36d95da75ced0462d57df904d36d0,,1,canceled/unavailable,2017-03-02,34.51
RT_4748c7d66bbedbf52de84b3bc4cbc482,4748c7d66bbedbf52de84b3bc4cbc482,,1,canceled/unavailable,2017-05-25,150.66
RT_8a9cce19aa49e055f2babb81d5a71c40,8a9cce19aa49e055f2babb81d5a71c40,,1,canceled/unavailable,2018-02-01,167.66
RT_ea844c92cf978ea23321fa7fe5871761,ea844c92cf978ea23321fa7fe5871761,,1,canceled/unavailable,2018-09-13,414.04
RT_79563470c891926bb9507d1ad1ff661d,79563470c891926bb9507d1ad1ff661d,,1,canceled/unavailable,2017-07-05,172.85
RT_9be3c9722389548409bf4cb39d07e347,9be3c9722389548409bf4cb39d07e347,,1,canceled/unavailable,2017-11-17,46.75
RT_85e05c3c9aa9834518f35d4f286014be,85e05c3c9aa9834518f35d4f286014be,,1,canceled/unavailable,2018-08-28,612.98
RT_c1049eef89915c6beb3604bf3d6588d7,c1049eef89915c6beb3604bf3d6588d7,,1,canceled/unavailable,2018-02-05,236.0
RT_168823ad1b77477540db78ab357f18b5,168823ad1b77477540db78ab357f18b5,,1,canceled/unavailable,2018-07-17,510.52
RT_885935156ba43094f3ae95f3c14e0381,885935156ba43094f3ae95f3c14e0381,,1,canceled/unavailable,2018-02-02,42.78
RT_38a86eb53c2309d6234fc9bad96331ac,38a86eb53c2309d6234fc9bad96331ac,,1,canceled/unavailable,2018-08-18,412.64
RT_c504f1f5fd54cc8398d57dc0da49de01,c504f1f5fd54cc8398d57dc0da49de01,,1,canceled/unavailable,2017-07-09,69.49
RT_c5a468ae781ffb0ec6d36ae89fe512b0,c5a468ae781ffb0ec6d36ae89fe512b0,,1,canceled/unavailable,2017-01-13,123.25
RT_05e8a1fd3d354369a3de6e7230a3651f,05e8a1fd3d354369a3de6e7230a3651f,,1,canceled/unavailable,2018-02-16,43.18
RT_2dd5bcfb8c66b22a80ffe45078eb2a99,2dd5bcfb8c66b22a80ffe45078eb2a99,,1,canceled/unavailable,2017-03-06,43.94
RT_d1b4fc9a8c1207433519a8ec52e2d03f,d1b4fc9a8c1207433519a8ec52e2d03f,,1,canceled/unavailable,2018-05-08,87.16
RT_bcdad86f44c780bf1aaf24b66dd97753,bcdad86f44c780bf1aaf24b66dd97753,,1,canceled/unavailable,2018-08-05,142.48
RT_9d4e334ddde795cd4fbee24dc4b68cfe,9d4e334ddde795cd4fbee24dc4b68cfe,,1,canceled/unavailable,2017-11-27,160.68
RT_f63be24880200ae32aa24f5b458a3dc3,f63be24880200ae32aa24f5b458a3dc3,,1,canceled/unavailable,2017-01-27,147.99
RT_2bb02fdf5637a68cd5d13c78c37c3376,2bb02fdf5637a68cd5d13c78c37c3376,,1,canceled/unavailable,2018-08-09,27.62
RT_b842e9225252d13f6af62ff4508d7c43,b842e9225252d13f6af62ff4508d7c43,,1,canceled/unavailable,2017-08-02,102.82
RT_f2a335c81aebf64a9a4309436e7af4a8,f2a335c81aebf64a9a4309436e7af4a8,,1,canceled/unavailable,2017-06-05,382.39
RT_5b4858f2dcf69731f2285a38829bfa7c,5b4858f2dcf69731f2285a38829bfa7c,,1,canceled/unavailable,2018-02-15,68.83
RT_5b0ee19a3125fc083348baa76d816ed0,5b0ee19a3125fc083348baa76d816ed0,,1,canceled/unavailable,2018-03-05,90.98
RT_12e1495369c542f003eb3ca480f924e3,12e1495369c542f003eb3ca480f924e3,,1,canceled/unavailable,2017-09-12,139.71
RT_50428fc6ef58fd5cebf433ef7f06be0d,50428fc6ef58fd5cebf433ef7f06be0d,,1,canceled/unavailable,2017-12-04,64.62
RT_8a20e2954602a0738f264299255fd5af,8a20e2954602a0738f264299255fd5af,,1,canceled/unavailable,2017-12-27,46.78
RT_03a8aa5d0860898d421c46247011c686,03a8aa5d0860898d421c46247011c686,,1,canceled/unavailable,2017-05-31,333.9
RT_2de47e473306065fb0cd0322d8d9952b,2de47e473306065fb0cd0322d8d9952b,,1,canceled/unavailable,2017-10-25,71.04
RT_3a0b1b5c52367a68f9deab55f3464a14,3a0b1b5c52367a68f9deab55f3464a14,,1,canceled/unavailable,2018-03-19,86.14
RT_6f04a69509e62866b1837e6a4f22c47f,6f04a69509e62866b1837e6a4f22c47f,,1,canceled/unavailable,2017-06-12,88.26
RT_5226f1a731e8a1215da5e1bea64e2130,5226f1a731e8a1215da5e1bea64e2130,,1,canceled/unavailable,2016-10-10,113.32
RT_2b3d870a4d670c91f15668cea4fe3aa5,2b3d870a4d670c91f15668cea4fe3aa5,,1,canceled/unavailable,2018-01-15,178.9
RT_9380c59012c11f49c549ef8dffef1367,9380c59012c11f49c549ef8dffef1367,,1,canceled/unavailable,2018-08-15,109.4
RT_d9091cd1d6e36cfcebc8b01aab81eff8,d9091cd1d6e36cfcebc8b01aab81eff8,,1,canceled/unavailable,2018-01-04,171.34
RT_9b932dca249f9971b86dde2f2d7ad412,9b932dca249f9971b86dde2f2d7ad412,,1,canceled/unavailable,2017-11-20,66.42
RT_c24b8b41e6857d59a27f2b150bb669d9,c24b8b41e6857d59a27f2b150bb669d9,,1,canceled/unavailable,2018-03-14,93.41
RT_35dc5c3a87f9e9cf93676b98d4bc35a2,35dc5c3a87f9e9cf93676b98d4bc35a2,,1,canceled/unavailable,2017-02-14,208.63
RT_bef875448d5a4f703555d2dd5f8382b5,bef875448d5a4f703555d2dd5f8382b5,,1,canceled/unavailable,2018-01-23,159.12
RT_30cdf125a8d4f89d00dee4b9af9194ee,30cdf125a8d4f89d00dee4b9af9194ee,,1,canceled/unavailable,2017-12-08,76.86
RT_4317fe882d992cda2fb3d51baeb2751c,4317fe882d992cda2fb3d51baeb2751c,,1,canceled/unavailable,2017-10-07,126.92
RT_013e9c654a339d80b53513da3c1ea437,013e9c654a339d80b53513da3c1ea437,,1,canceled/unavailable,2017-06-18,123.01
RT_0bde826daa0bd10393e958cf5d69dd26,0bde826daa0bd10393e958cf5d69dd26,,1,canceled/unavailable,2017-02-04,29.96
RT_672ab3776d5b25e586521469609ae774,672ab3776d5b25e586521469609ae774,,1,canceled/unavailable,2017-05-10,159.76
RT_676e40056867189a1b3599f3e646f421,676e40056867189a1b3599f3e646f421,,1,canceled/unavailable,2017-04-07,81.48
RT_61792c6272346d7f4b7c5b1747df7b1a,61792c6272346d7f4b7c5b1747df7b1a,,1,canceled/unavailable,2017-03-08,49.34
RT_94bde44a48f191d7175f67eb93b9ed67,94bde44a48f191d7175f67eb93b9ed67,,1,canceled/unavailable,2017-02-01,137.83
RT_3438960569bf3e42fa63f8e7bab0ac03,3438960569bf3e42fa63f8e7bab0ac03,,1,canceled/unavailable,2018-08-02,113.58
RT_7142b298b22a79a285d2ce792dc533a2,7142b298b22a79a285d2ce792dc533a2,,1,canceled/unavailable,2017-02-10,621.21
RT_12e5a909c18964acada1ce9a760d9afe,12e5a909c18964acada1ce9a760d9afe,,1,canceled/unavailable,2017-03-23,1620.77
RT_5687ad45d33870c742b2cdacaf758353,5687ad45d33870c742b2cdacaf758353,,1,canceled/unavailable,2018-05-21,69.14
RT_ad0f5b61c49281e7ccac5a986968f347,ad0f5b61c49281e7ccac5a986968f347,,1,canceled/unavailable,2018-07-24,70.59
RT_dabf2b0e35b423f94618bf965fcb7514,dabf2b0e35b423f94618bf965fcb7514,,1,canceled/unavailable,2016-10-09,140.22
RT_127f8f54e84665683a3c9bde5b3e768c,127f8f54e84665683a3c9bde5b3e768c,,1,canceled/unavailable,2018-02-08,94.21
RT_d200a7526c6d29e8c2742a0bff8cff14,d200a7526c6d29e8c2742a0bff8cff14,,1,canceled/unavailable,2017-05-04,87.76
RT_31c6c41e2949f1a20c6f8e60ac17d4fe,31c6c41e2949f1a20c6f8e60ac17d4fe,,1,canceled/unavailable,2017-03-21,1520.77
RT_648637c544f762334d4ce9bbe88ebe21,648637c544f762334d4ce9bbe88ebe21,,1,canceled/unavailable,2017-11-09,171.61
RT_36f66ebfbd144aa6fb39338bd87b0bf9,36f66ebfbd144aa6fb39338bd87b0bf9,,1,canceled/unavailable,2018-02-26,63.01
RT_7106ae47c0242d76f336f5430d3ae0fc,7106ae47c0242d76f336f5430d3ae0fc,,1,canceled/unavailable,2017-12-13,257.86
RT_8347204e1ae41b2ad30899fa41a0a889,8347204e1ae41b2ad30899fa41a0a889,,1,canceled/unavailable,2017-03-03,92.43
RT_374bd3371c572eff1218edb0eb68cb96,374bd3371c572eff1218edb0eb68cb96,,1,canceled/unavailable,2018-02-14,83.9
RT_709e43f97cb2a47fa749503419163710,709e43f97cb2a47fa749503419163710,,1,canceled/unavailable,2017-04-26,433.59
RT_b54861ba91f988d9f961bdcd1a9a2026,b54861ba91f988d9f961bdcd1a9a2026,,1,canceled/unavailable,2018-05-14,176.83
RT_87ae60ef8b08ae0e5f903cacb53a6904,87ae60ef8b08ae0e5f903cacb53a6904,,1,canceled/unavailable,2018-09-11,258.67
RT_27f3ee911b46e671b6393093afebc222,27f3ee911b46e671b6393093afebc222,,1,canceled/unavailable,2017-04-23,24.42
RT_809a282bbd5dbcabb6f2f724fca862ec,809a282bbd5dbcabb6f2f724fca862ec,,1,canceled/unavailable,2016-09-13,40.95
RT_6178d892fe5eef77fb756aed59b758bd,6178d892fe5eef77fb756aed59b758bd,,1,canceled/unavailable,2018-01-15,41.75
RT_feae5ecdf2cc16c1007741be785fe3cd,feae5ecdf2cc16c1007741be785fe3cd,,1,canceled/unavailable,2017-11-11,68.53
RT_651a89e11653d8df43a624a903fe0f5e,651a89e11653d8df43a624a903fe0f5e,,1,canceled/unavailable,2017-06-06,215.55
RT_996316cf1b7d0bf4a95a9b5f81d7f22a,996316cf1b7d0bf4a95a9b5f81d7f22a,,1,canceled/unavailable,2017-09-25,77.23
RT_e744792a1abc89d92d36e086697eaf97,e744792a1abc89d92d36e086697eaf97,,1,canceled/unavailable,2017-03-06,465.88
RT_947e9c6bfd83a06953c420ef92d3da6e,947e9c6bfd83a06953c420ef92d3da6e,,1,canceled/unavailable,2018-08-15,69.46
RT_fa4c59a94711decb9c0410a0e7f878bc,fa4c59a94711decb9c0410a0e7f878bc,,1,canceled/unavailable,2018-07-31,32.67
RT_891e419a9019fb81b67212a708cb5f83,891e419a9019fb81b67212a708cb5f83,,1,canceled/unavailable,2017-07-07,442.72
RT_4ffaf2cdcc432ea3cd8ae0ab7a789cb0,4ffaf2cdcc432ea3cd8ae0ab7a789cb0,,1,canceled/unavailable,2018-01-30,148.8
RT_3e170726582244699b156f1c7044223a,3e170726582244699b156f1c7044223a,,1,canceled/unavailable,2017-11-06,415.81
RT_04770bff63a120fbf0eea1f62b84f8f0,04770bff63a120fbf0eea1f62b84f8f0,,1,canceled/unavailable,2017-02-01,74.83
RT_18987e54897a1baddde716aa4a01639c,18987e54897a1baddde716aa4a01639c,,1,canceled/unavailable,2017-03-14,126.69
RT_a91fed0c79559403d648c1161a2d8500,a91fed0c79559403d648c1161a2d8500,,1,canceled/unavailable,2017-10-30,71.1
RT_97b22dcad89f4916db427544e655d1b2,97b22dcad89f4916db427544e655d1b2,,1,canceled/unavailable,2017-05-15,339.45
RT_0e6dbbc7484dc1ee0392c9ca801035c2,0e6dbbc7484dc1ee0392c9ca801035c2,,1,canceled/unavailable,2018-03-01,312.49
RT_d7a2d4a7a03831ac687a53e339593570,d7a2d4a7a03831ac687a53e339593570,,1,canceled/unavailable,2017-03-03,143.14
RT_629a524cbbd0a42a04f87ad39648d4ca,629a524cbbd0a42a04f87ad39648d4ca,,1,canceled/unavailable,2018-07-12,194.78
RT_bac8ca7a0aea7f37457fb19140d2c5fb,bac8ca7a0aea7f37457fb19140d2c5fb,,1,canceled/unavailable,2018-01-04,612.59
RT_68664ce4c84bcf1e6682d90992c7504d,68664ce4c84bcf1e6682d90992c7504d,,1,canceled/unavailable,2018-03-01,245.66
RT_b89c3dccabd368d8a4b6778c1094df6b,b89c3dccabd368d8a4b6778c1094df6b,,1,canceled/unavailable,2017-03-20,106.43
RT_acfa87544c19d596707d25cf2f7dab61,acfa87544c19d596707d25cf2f7dab61,,1,canceled/unavailable,2018-08-17,55.08
RT_ecb1a8e8b5c6316fe7891f7b556fee28,ecb1a8e8b5c6316fe7891f7b556fee28,,1,canceled/unavailable,2017-02-07,86.78
RT_3859aef969659dcc5439967f8ffbbc07,3859aef969659dcc5439967f8ffbbc07,,1,canceled/unavailable,2017-07-12,114.95
RT_92acd9b1e9af0117eee9aa972e0a4841,92acd9b1e9af0117eee9aa972e0a4841,,1,canceled/unavailable,2017-11-22,28.59
RT_7533138abe254f5d3856101e4a21e5f2,7533138abe254f5d3856101e4a21e5f2,,1,canceled/unavailable,2017-11-17,68.53
RT_dc0c4c970ae6b97b389d2e44a500f931,dc0c4c970ae6b97b389d2e44a500f931,,1,canceled/unavailable,2018-05-05,47.29
RT_ab2e482aff4baa52ec6da817af85b981,ab2e482aff4baa52ec6da817af85b981,,1,canceled/unavailable,2018-06-26,186.44
RT_b3f1a526de73a85b4e83ac77cd483a05,b3f1a526de73a85b4e83ac77cd483a05,,1,canceled/unavailable,2018-07-02,233.87
RT_607cf95d7f8a8c1590f421fecdf0d95c,607cf95d7f8a8c1590f421fecdf0d95c,,1,canceled/unavailable,2017-11-15,137.08
RT_c87de2d1aece481642a24bae4b964b07,c87de2d1aece481642a24bae4b964b07,,1,canceled/unavailable,2017-04-24,1949.52
RT_45daa18f4e3e34c727128f6a775fff95,45daa18f4e3e34c727128f6a775fff95,,1,canceled/unavailable,2018-01-07,75.36
RT_6338011716bfe53b960847be47479662,6338011716bfe53b960847be47479662,,1,canceled/unavailable,2017-11-16,61.19
RT_90e258ad907d8401c4f1107ea9e55f1b,90e258ad907d8401c4f1107ea9e55f1b,,1,canceled/unavailable,2017-09-25,130.91
RT_4ffd41fadb59bd398d869be78f1b2be3,4ffd41fadb59bd398d869be78f1b2be3,,1,canceled/unavailable,2018-03-26,789.55
RT_62492d216bd7ca39cab1f24109b6bfd7,62492d216bd7ca39cab1f24109b6bfd7,,1,canceled/unavailable,2017-11-05,215.94
RT_2636a02ee7de9590df86a4c24b739c49,2636a02ee7de9590df86a4c24b739c49,,1,canceled/unavailable,2017-06-29,142.09
RT_186d3cd768be1890d832106f914ba37c,186d3cd768be1890d832106f914ba37c,,1,canceled/unavailable,2017-06-09,53.01
RT_8603de8fb5551ed7faf81d2a31b8bf0e,8603de8fb5551ed7faf81d2a31b8bf0e,,1,canceled/unavailable,2017-06-11,603.4
RT_a6f980db92567852107fe54fa64726f2,a6f980db92567852107fe54fa64726f2,,1,canceled/unavailable,2017-10-28,254.4
RT_d93ef0caa7a160caec60b4d6833415a6,d93ef0caa7a160caec60b4d6833415a6,,1,canceled/unavailable,2018-06-25,136.62
RT_208edba34ba9cf8d8f603672e1966b75,208edba34ba9cf8d8f603672e1966b75,,1,canceled/unavailable,2017-05-08,127.92
RT_c038b4c610ae79ae8e3d191f7293fbae,c038b4c610ae79ae8e3d191f7293fbae,,1,canceled/unavailable,2017-02-01,240.99
RT_46010c67bec146f0c9db27f42149c5d2,46010c67bec146f0c9db27f42149c5d2,,1,canceled/unavailable,2017-05-30,119.83
RT_3388fa275fc1b344e275af704e8d3156,3388fa275fc1b344e275af704e8d3156,,1,canceled/unavailable,2017-12-11,343.9
RT_d1f4276166cee5a37d01beb15e2426fc,d1f4276166cee5a37d01beb15e2426fc,,1,canceled/unavailable,2018-02-26,24.62
RT_230cb5ffb43a10662e4b64e7d02cd171,230cb5ffb43a10662e4b64e7d02cd171,,1,canceled/unavailable,2018-07-31,121.42
RT_294b367987f073eb316ecef17f1078a0,294b367987f073eb316ecef17f1078a0,,1,canceled/unavailable,2017-09-22,75.06
RT_735ad119a24ea4a9d6fbfcd9f296920a,735ad119a24ea4a9d6fbfcd9f296920a,,1,canceled/unavailable,2017-07-24,783.62
RT_ebcb685bc1704615fc22e5a0b73f2dc7,ebcb685bc1704615fc22e5a0b73f2dc7,,1,canceled/unavailable,2017-05-24,367.56
RT_efc7c29e1816bb3d30c1e8c207bf87ca,efc7c29e1816bb3d30c1e8c207bf87ca,,1,canceled/unavailable,2017-06-23,275.56
RT_d2feb2f430d7d97b41873672953fe944,d2feb2f430d7d97b41873672953fe944,,1,canceled/unavailable,2017-08-16,87.71
RT_749309f96df588c96621963117e9530f,749309f96df588c96621963117e9530f,,1,canceled/unavailable,2018-08-14,71.43
RT_9566b36fbba7756a79b5d2cba4e058d9,9566b36fbba7756a79b5d2cba4e058d9,,1,canceled/unavailable,2017-07-10,85.52
RT_498081e5523106ea57b698fb881fb1c8,498081e5523106ea57b698fb881fb1c8,,1,canceled/unavailable,2017-05-16,107.07
RT_2e9d8db9e132a9b5e1236618b7e8ef4a,2e9d8db9e132a9b5e1236618b7e8ef4a,,1,canceled/unavailable,2018-08-09,87.17
RT_5d790fe3637a350e66c1f7f6d91f4c4e,5d790fe3637a350e66c1f7f6d91f4c4e,,1,canceled/unavailable,2017-07-03,65.5
RT_5d9e1e0e7084f2f9e90a7069e64cba61,5d9e1e0e7084f2f9e90a7069e64cba61,,1,canceled/unavailable,2017-11-05,36.68
RT_2c44ef48e157c9a43e9998da9a3248bd,2c44ef48e157c9a43e9998da9a3248bd,,1,canceled/unavailable,2017-07-17,107.03
RT_0e64b89242bbb62b8ea29c57fc8073fb,0e64b89242bbb62b8ea29c57fc8073fb,,1,canceled/unavailable,2017-11-23,166.99
RT_2cfc79d9582e9135c0a9b61fa60e6b21,2cfc79d9582e9135c0a9b61fa60e6b21,,1,canceled/unavailable,2018-02-19,79.56
RT_ad15ae08ead6006cdba6fb5f19b055c8,ad15ae08ead6006cdba6fb5f19b055c8,,1,canceled/unavailable,2017-10-14,53.98
RT_ba0f1e99132c6f69e4622597e9853599,ba0f1e99132c6f69e4622597e9853599,,1,canceled/unavailable,2018-01-24,105.17
RT_5abf37ab57e23f69a9c8ab98c4800273,5abf37ab57e23f69a9c8ab98c4800273,,1,canceled/unavailable,2018-01-28,174.77
RT_2701d162dabcb83a27f19ae30e8fea47,2701d162dabcb83a27f19ae30e8fea47,,1,canceled/unavailable,2017-03-12,141.29
RT_263f5778d1130e9c186958780172a107,263f5778d1130e9c186958780172a107,,1,canceled/unavailable,2017-10-12,45.53
RT_66b7aa4a53c5c138ffe0aa7ac74dbea1,66b7aa4a53c5c138ffe0aa7ac74dbea1,,1,canceled/unavailable,2017-10-26,739.42
RT_4b90912a086907b087947c385e8d13b1,4b90912a086907b087947c385e8d13b1,,1,canceled/unavailable,2018-08-01,109.91
RT_697705c05da5ef945de721dd31bf23c6,697705c05da5ef945de721dd31bf23c6,,1,canceled/unavailable,2017-02-03,26.12
RT_0605918e96aec0f42a10810d92b5e864,0605918e96aec0f42a10810d92b5e864,,1,canceled/unavailable,2017-02-22,47.48
RT_8caf289ab5d7e3ec7b4522aa22dabbec,8caf289ab5d7e3ec7b4522aa22dabbec,,1,canceled/unavailable,2018-02-14,64.09
RT_e2a5a9157ae607d38cdb1593f74c0686,e2a5a9157ae607d38cdb1593f74c0686,,1,canceled/unavailable,2017-11-24,107.96
RT_8ad27f298f11ab1248784468b3fa24e0,8ad27f298f11ab1248784468b3fa24e0,,1,canceled/unavailable,2018-05-07,108.07
RT_04b3135bf087618b410a00680576242f,04b3135bf087618b410a00680576242f,,1,canceled/unavailable,2018-07-29,43.89
RT_03227bf7c543bbee4efa38bb6c6763c8,03227bf7c543bbee4efa38bb6c6763c8,,1,canceled/unavailable,2017-09-08,248.8
RT_2c8740f9df6d253c15dc035eba80ebed,2c8740f9df6d253c15dc035eba80ebed,,1,canceled/unavailable,2017-04-12,187.67
RT_252788350f9dad30b31847845fe119fe,252788350f9dad30b31847845fe119fe,,1,canceled/unavailable,2017-04-23,129.73
RT_9a209e12ca9ee385ad1ce1510ecfd6fc,9a209e12ca9ee385ad1ce1510ecfd6fc,,1,canceled/unavailable,2018-05-12,32.29
RT_9a8fb2a3a77dab1c301506cd5af2e845,9a8fb2a3a77dab1c301506cd5af2e845,,1,canceled/unavailable,2017-07-26,154.36
RT_5837a2c844decae8a778657425f6d664,5837a2c844decae8a778657425f6d664,,1,canceled/unavailable,2017-07-17,25.59
RT_bd35b677fd239386e9861d11ae98ab56,bd35b677fd239386e9861d11ae98ab56,,1,canceled/unavailable,2018-09-17,84.58
RT_b642a3e08bfd10119c9b7e948c936e93,b642a3e08bfd10119c9b7e948c936e93,,1,canceled/unavailable,2017-02-03,35.95
RT_0cafd6a7576a6aae0f891008a87f1546,0cafd6a7576a6aae0f891008a87f1546,,1,canceled/unavailable,2017-01-20,42.02
RT_00d0ffd14774da775ac832ba8520510f,00d0ffd14774da775ac832ba8520510f,,1,canceled/unavailable,2017-12-23,134.49
RT_2ddc0120a9ee5d965a08b68f6a3e2885,2ddc0120a9ee5d965a08b68f6a3e2885,,1,canceled/unavailable,2017-09-24,67.36
