warehouse_id,name,city,state
6d2f2e3b539480db1e0842b3a4e32e6e,6d2f2e3b,guarulhos,SP
e88165a185134e13fdfc85d4fa654db8,e88165a1,ferraz de  vasconcelos,SP
9e6229250fedbe05838fef417b74e7fb,9e622925,mirandopolis,SP
5abb8ea023c77787f2c15da891c8d384,5abb8ea0,joinville,SC
1d953075c2f0dd990bacf27b83b330f1,1d953075,belo horizonte,MG
817245bcc3badd82bbd222e0366951a6,817245bc,bauru,SP
caa9bc43a9fe8cf9c564ddd8a03cc4a6,caa9bc43,jacarei,SP
615005a3ef192c00c6f0e977cee3d2bc,615005a3,itu,SP
1284de4ae8aa26997e748c851557cf0e,1284de4a,laranjeiras do sul,SP
5fd924b4836098a5be0ecf81ba054ce0,5fd924b4,sao paulo,SP
7178f9f4dd81dcef02f62acdf8151e01,7178f9f4,videira,SC
8132b9bd16876e1b0f8808d43825dd48,8132b9bd,florianopolis,SC
3f995f07c49d0d55a99d5c54957f7d81,3f995f07,itapecerica da serra,SP
a6bd7d1ccdac48c6b33b28596b7eb122,a6bd7d1c,mamanguape,PB
6650fcccd8cd2f7e55ffa524f30c4c59,6650fccc,sao paulo,SP
3db66a856d18a9cba7c9241fc5221c50,3db66a85,ponte nova,MG
8b181ee5518df84f18f4e1a43fe07923,8b181ee5,goioere,SP
10ff823eda2b032e2c93d17a7d294736,10ff823e,pederneiras,SP
b4a476fbd28de64b1e347abf9089366a,b4a476fb,itapevi,SP
39c763cca83e654764b7a4a650fb9b7c,39c763cc,goiania,GO
dadc51ef321949ec9a3ab25cd902e23d,dadc51ef,sao paulo,SP
83b08de96980757220871b31bf6cffca,83b08de9,rio de janeiro,RJ
14a08204d03bb6b6bde8029f801ae0eb,14a08204,sao paulo,SP
bee36b4f9a2b9fdcaff6ec05df202ed0,bee36b4f,sao paulo,SP
28872dc528e978a639754bc8c2ce5a4c,28872dc5,caxias do sul,RS
c85d7b477a709c85a1e8b8f25aa1b270,c85d7b47,sao bernardo do campo,SP
739c7d7be81f63812dea0d1b1451c651,739c7d7b,campina grande,PB
657969cca82e884d272385ec0ef06edd,657969cc,estancia velha,RS
455befea1bb853c75ccbca94cff26e5c,455befea,resende,RJ
800214c63934acd05d47e84214db8ba8,800214c6,jaragua do sul,SC
5cf1ec37aea089f45110c70653a166ab,5cf1ec37,sao paulo,SP
0a82f5fb06a4fe4ac2cf7cb412ec71b8,0a82f5fb,sao paulo,SP
e45edf75f568ed2f93f78d060e246e25,e45edf75,rio de janeiro,RJ
3d621842b2ed28e2b474132480edac3c,3d621842,sao paulo,SP
baf15155e37ef5492731459bdc05be8a,baf15155,sao paulo,SP
c0aff2da32c17759d30b22fb0af6649d,c0aff2da,florianopolis,SC
a17f621c590ea0fab3d5d883e1630ec6,a17f621c,sorocaba,SP
4deebb3199eeafb282ae33229144f94b,4deebb31,sao paulo,SP
9d69ba0a7a626a64dc5db08e529559cf,9d69ba0a,ribeirao preto,SP
f92d8c817434bd2d84d4e9c61322b7fa,f92d8c81,sorocaba,SP
8ca5b19e0263150d2c57afdde2b3d011,8ca5b19e,maua,SP
eec3469d83e142f9a104886655338c37,eec3469d,bauru,SP
55bb6fe5bebe5012e2d7d9928e1128ff,55bb6fe5,bauru,SP
d180e07dc1e58c31c3f0cd599dc4d945,d180e07d,belo horizonte,MG
d6b1ce66b035a475f00c017792ff9769,d6b1ce66,salto,SP
3aa3c89ae3cd482385568be76120f63c,3aa3c89a,goiania,GO
fe4cd9461203cee790d36792420b310f,fe4cd946,caratinga,MG
c3aad7dc65449ae90a5e9c3c6c1e78e0,c3aad7dc,auriflama/sp,SP
f5fea3ffed6c2e889bab72705557c63a,f5fea3ff,rio de janeiro,RJ
ececbfcff9804a2d6b40f589df8eef2b,ececbfcf,franca,SP
a254c682cc01e119f83530446f1df9a9,a254c682,cafelandia,SP
830379336fad8c6f3b15a4a3ddb5c66e,83037933,sao paulo,SP
7d13fca15225358621be4086e1eb0964,7d13fca1,ribeirao preto,SP
1b4c3a6f53068f0b6944d2d005c9fc89,1b4c3a6f,sao ludgero,SC
b92e3c8f9738272ff7c59e111e108d7c,b92e3c8f,uba,MG
b8555308bfdb4ca1ed54325a58da9a97,b8555308,sao bernardo do campo,SP
71593c7413973a1e160057b80d4958f6,71593c74,sao paulo / sao paulo,SP
1dc2de47ee26a0a5b12dc14fd6dc0dea,1dc2de47,ibitinga,SP
6c6e3d67f969468f3bfd33f827a31222,6c6e3d67,maringa,PR
66d5ae34537110d3affc56174dad2b2f,66d5ae34,sao jose do rio preto,SP
781a66c0d89e30814d49fe8b5e14cd07,781a66c0,campinas,SP
a4bd6e9adf39b63f43dc545d3ca1f53d,a4bd6e9a,rio de janeiro,RJ
f88adb15807168d3c43d71021090ce4a,f88adb15,porto ferreira,SP
fa8d335d68129e464e60c1826a683e96,fa8d335d,tres coroas,RS
f12d3c2a14729ae461b920c11fe20fdc,f12d3c2a,santo andre,SP
4917cee8d902e13428c3ec4b1ca6f315,4917cee8,blumenau,SC
741f8c587cb4248ebc5b779a0e8e0e51,741f8c58,santo andre,SP
4bcec44888b30ba9001234c534716d3f,4bcec448,santo andre,SP
a663d9c3797e90eac99ff60939416a56,a663d9c3,sao paulo,SP
dff87e4de60c9736ce8df835951b09bc,dff87e4d,sao paulo,SP
ac1ed5fc15901fbc92920361eb4ab350,ac1ed5fc,sao paulo,SP
f9903dd0f812c7e771fcad47b6fff231,f9903dd0,blumenau,SC
ac9b01377919cdbd2a1bbb8d5837c70b,ac9b0137,mogi das cruzes,SP
5011f0d93373a4c5753adf58ca77af8d,5011f0d9,santos,SP
a4e634166243bbb3a13fa584463fa468,a4e63416,osasco,SP
50bf89f1349bc0409a268c3a49678009,50bf89f1,jaci,SP
50c9975695009e5e6473912e83a6d1da,50c99756,claudio,MG
42d4b7e70819438f5ada61c965e92d7e,42d4b7e7,goiania,GO
7aa4334be125fcdd2ba64b3180029f14,7aa4334b,laranjal paulista,SP
b14db04aa7881970e83ffa9426897925,b14db04a,sorocaba,SP
fac1a9017ade7bdc94058fc1c969f355,fac1a901,sao paulo,SP
31ae0774c17fabd06ff707cc5bde005f,31ae0774,americana,SP
f0ec6a2adb05c62655a26dd347b8dede,f0ec6a2a,sao paulo,SP
cc1f04647be106ba74e62b21f358af25,cc1f0464,sao paulo,SP
1099a00e0ee3a50935e6c2447ca090c5,1099a00e,rio de janeiro,RJ
3d700782d7818f2c1e0d7a9e9d75fc00,3d700782,sertanopolis,SP
a3e9a2c700480d9bb01fba070ba80a0e,a3e9a2c7,ibitinga,SP
c3f5668699a1b04c0fa61ecea1e2bff6,c3f56686,apucarana,PR
80f2cf9abf6b5a0e5c612b5eea6646e6,80f2cf9a,sao jose do rio preto,SP
516e7738bd8f735ac19a010ee5450d8d,516e7738,rio de janeiro,RJ
4fe2f67634d00c021aa01f96b6f2d68e,4fe2f676,maringa,PR
9f505651f4a6abe901a56cdc21508025,9f505651,sao paulo,SP
17adeba047385fb0c67d8e90b4296d21,17adeba0,guarulhos,SP
7142540dd4c91e2237acb7e911c4eba2,7142540d,penapolis,SP
c04d70d515d15a7e3db3a73320598566,c04d70d5,niteroi,RJ
a3a38f4affed601eb87a97788c949667,a3a38f4a,joinville,SC
744dac408745240a2c2528fb1b6028f3,744dac40,colombo,PR
9b013e03b2ab786505a1d3b5c0756754,9b013e03,vicente de carvalho,SP
8b9d6eec4a7eb7d0f9d579ce0b38324d,8b9d6eec,mesquita,RJ
38e679b9e0064cd94c6f035707344dae,38e679b9,londrina,PR
5444b12c82f21c923f2639ebc722c1ea,5444b12c,sao pauo,SP
83deb69e889cf80f82be1dc6d5f2d486,83deb69e,florianopolis,SC
54aa8463e87776b5612f4bdc4bd5d4de,54aa8463,belo horizonte,MG
2e7ea2aafec5835e781b21d6d1faf1f1,2e7ea2aa,sao paulo,SP
79ebd9a61bac3eaf882805ed4ecfa12a,79ebd9a6,cascavel,PR
1cbd50a8c52e6cf8e315c5709fab386f,1cbd50a8,fazenda rio grande,PR
e503f22be6a4f456d9851920a5d9c670,e503f22b,sao paulo,SP
88af55b4a7ca402b27df16f7c7c9b5d2,88af55b4,taboao da serra,SP
5f3ae9136c875522250f8184f253413a,5f3ae913,sao paulo,SP
b026643914f651e8371425e5b8a1e780,b0266439,rio de janeiro,RJ
26af45f5dfd967225a832838aa4e24a3,26af45f5,curitiba,PR
9dd459b29a14bf89d47183cf2cd0e4c7,9dd459b2,sao paulo,SP
8e6d7754bc7e0f22c96d255ebda59eba,8e6d7754,sao jose dos campos,SP
e250d617a0ad591ba9bd663e584a895d,e250d617,guarulhos,SP
92c8bc6e8f925792247656fed09aad65,92c8bc6e,sao paulo,SP
e53d5b9b29d1218281f4a907ada18626,e53d5b9b,toledo,PR
3ca08eeb8d5595949fed424bd3677742,3ca08eeb,curitiba,PR
cbd996ad3c1b7dc71fd0e5f5df9087e2,cbd996ad,sao jose do rio preto,SP
8daab2245ebdc277c51098d01c5ad8ef,8daab224,sao paulo,SP
15b3b1b81484422eb41df68ac87f1f50,15b3b1b8,bauru,SP
e067ad2c1c0b48758eb1b5228bcf7a68,e067ad2c,santos,SP
f626e15b7314c267e4429010866f70e9,f626e15b,marechal candido rondon,SP
f1fd5ab1181f827ffad998c1a5de7d74,f1fd5ab1,curitiba,PR
a7c88262832dfc683781d6a421edefae,a7c88262,mogi das cruzes,SP
6b1c4d4d9ccf0be3d8544eb0e71e5318,6b1c4d4d,porto alegre,RS
4e85b538b0dad58852641540686d0e14,4e85b538,sao jose dos campos,SP
093805f8f2aeb63881444571e1f48f30,093805f8,osasco,SP
5acd070dd3fe441bbb2ec1f1ede515ee,5acd070d,jundiai,SP
3c010235b7345c92f125d14ee232a76b,3c010235,mandirituba,PR
cb9fb4ca75d7ba8437480e8dde64fe98,cb9fb4ca,sao paulo,SP
ce33c6211beaa8fef4cae8b52db39862,ce33c621,suzano,SP
081acf3de680d554796c9cf041be7bc2,081acf3d,vespasiano,MG
6989574bd97d9773f10d232b6c07da59,6989574b,curitiba,PR
535bf14f36346c7f59d87cece104d70c,535bf14f,rio de janeiro,RJ
8501d82f68d23148b6d78bb7c4a42037,8501d82f,blumenau,SC
7f02656561b680def9986c0795a8a080,7f026565,sao paulo,SP
57a834594e1e9e9219603bfec184eadc,57a83459,santa rosa,RS
8fd3b4468f6425810648177996c14cbd,8fd3b446,sao jose do rio preto,SP
6d803cb79cc31c41c4c789a75933b3c7,6d803cb7,sao joaquim da barra,SP
5f2684dab12e59f83bef73ae57724e45,5f2684da,sao paulo,SP
713e3a23ca5e47786eb6f0d99f94cfac,713e3a23,curitiba,PR
f97e2b0650c2068227e1d366140eb62f,f97e2b06,santo antonio de posse,SP
8b321bb669392f5163d04c59e235e066,8b321bb6,sao paulo,SP
32f83ffe11cd40f7adcf4eef171f52d9,32f83ffe,uruguaiana,RS
76d64c4aca3a7baf218bf93ef7fa768d,76d64c4a,curitiba,PR
d06d019f72a04e5497a0b64190af170c,d06d019f,cotia,SP
ec80e49e69745ab6c14f984bf2149423,ec80e49e,limeira,SP
f8f35af4634605e6693c17cc3ffff5a8,f8f35af4,campanha,MG
004c9cd9d87a3c30c522c48c4fc07416,004c9cd9,ibitinga,SP
3bdff180c7e1f6551a643b99c265a120,3bdff180,sao paulo,SP
6b89abe95848c850399130d149a39b63,6b89abe9,piracanjuba,GO
aced59e9b31ef866a94f9e7f29d8d418,aced59e9,sao paulo,SP
b4f8921fcc4ff77b66bea6dda43dcd51,b4f8921f,caxias do sul,RS
d2572f31e9023e9850ef986a636ff9bf,d2572f31,belo horizonte,MG
c731d18cea9bf687ffee82a241c25b11,c731d18c,concordia,SC
3dc69bf2c42f0568a5c4791ec3fd3745,3dc69bf2,sao paulo,SP
d8d9567d0bfb0bc7eb845a205ba42657,d8d9567d,sao paulo,SP
0daf5180aa44356f60f8effa533b55a2,0daf5180,goiania,GO
5194c22ed1f616ec0c0f33c571542879,5194c22e,santa rita do sapucai,MG
fe8055980a4ff7f64ed889c2b5926929,fe805598,curitiba,PR
c42fd8e4d47dfb18ce5222f2dd7752f9,c42fd8e4,osasco,SP
671585f5a2af58b6e276bc01003c0d2b,671585f5,curitiba,PR
2dd1fb6f0e42a2243b8a01e40cd41216,2dd1fb6f,curitiba,PR
a7c53f6b3b61adbdaa99dda97e8cbd56,a7c53f6b,barretos,SP
a11a0e0ca67423425691db355cff69b0,a11a0e0c,indaiatuba,SP
5bffbafbb22daf6d3bfc216a46db8708,5bffbafb,nilopolis,RJ
fc0b214b59a83615fea981c6424a02ae,fc0b214b,maua,SP
011b0eaba87386a2ae96a7d32bb531d1,011b0eab,pompeia,SP
43753b27d77860f1654aa72e251a7878,43753b27,barro alto,BA
822b63912576852aea9a8436d72317b7,822b6391,mogi guacu,SP
a3fa18b3f688ec0fca3eb8bfcbd2d5b3,a3fa18b3,são paulo,SP
5587130f9850696ed7fafbc91c2cee44,5587130f,sao paulo,SP
9c1c0c36cd23c20897e473901a8fb149,9c1c0c36,praia grande,SP
34a557286ead8fe75c989e0afcf7d98c,34a55728,franca,SP
c716e0b86ed568878475b60fbb6323ad,c716e0b8,rio de janeiro,SP
455c5640e8c5bd1b2ee85c0158f85727,455c5640,luiz alves,SC
87d30a6a0cbf89356e49324971ab1d24,87d30a6a,sao paulo,SP
217f005bb37ff3aeef5b2ae1788e75ba,217f005b,osasco,SP
cac4e0bc1a3269fa2b6ea5e763f6115b,cac4e0bc,brusque,SC
8ec76bb0965af3f007692b26fa9d6623,8ec76bb0,criciuma,SC
