product_id,sku,category,unit_cost,unit_price
bbf920aa6ac72007a726e6f419156f8f,bbf920aa,furniture_decor,27.93,39.9
c3b7e4d83e530c27a8e6368296aece48,c3b7e4d8,furniture_decor,103.6,148.0
c5d8079278e912d7e3b6beb48ecb56e8,c5d80792,health_beauty,65.03,92.9
5eaa343860dc445b3fd43d1b682809fd,5eaa3438,sports_leisure,763.0,1090.0
b5cfb1d3c5e435a7a52227e08f220ee7,b5cfb1d3,cool_stuff,34.93,49.9
334479e94cba98064050db1c9636e244,334479e9,auto,41.93,59.9
3fcd8dfe610c62edfb51de2630cd9ef4,3fcd8dfe,baby,160.3,229.0
4c8056caed5757810b9a68b83c3759e6,4c8056ca,luggage_accessories,118.93,169.9
30e77af9e7759bbaa0305d2fbc605dc4,30e77af9,fashion_shoes,244.93,349.9
92bf5d2084dfbcb57d9db7838bac5cd0,92bf5d20,telephony,18.19,25.99
fdeb34a9f03fea7c3937dd62d1d0287e,fdeb34a9,cool_stuff,37.73,53.9
1065dbb6b0bf03daaedab1236979e296,1065dbb6,stationery,118.3,169.0
0d826eba8e0a2ae3bca9e3a947dd756d,0d826eba,toys,104.3,149.0
f8f6fd145cc00519283cf3100477b2b3,f8f6fd14,sports_leisure,85.31,121.87
4e04ffb7dd3739ecfc37de8927dd586c,4e04ffb7,stationery,41.3,59.0
36555a2f528d7b2a255c504191445d39,36555a2f,health_beauty,20.93,29.9
22937a73f92a33040ab4e2540355a5d8,22937a73,fashion_bags_accessories,55.93,79.9
dc21247da0290904ffbbcd5953c76f95,dc21247d,stationery,40.6,58.0
9020ce7adcc384b2899ae87ddc54767b,9020ce7a,stationery,95.2,136.0
bfc1d1c62b1f7f401d8d9dda962bb870,bfc1d1c6,sports_leisure,69.93,99.9
6fef6d87bb6c2eb11d57a967209219a8,6fef6d87,garden_tools,5.45,7.79
1e5428c428e0f783acd6e3d94ba4ee2a,1e5428c4,computers,419.3,599.0
94080f9219044d897195e2be145945dc,94080f92,auto,125.23,178.9
d0389f20b3d11de54e1e4561df147683,d0389f20,home_construction,316.82,452.6
3e9b58f1436820c248d3f98d7229bb14,3e9b58f1,watches_gifts,69.93,99.9
575c38b4c88fc7b35ef22fc8312bfe1b,575c38b4,cool_stuff,97.23,138.9
556702ebb73d3786a852ad3d5a8ad268,556702eb,construction_tools_construction,118.3,169.0
a3a03c131926ec14d4c9f3ef03016b24,a3a03c13,pet_shop,41.3,59.0
e586ebb6022265ae1eea38f46ffe3ead,e586ebb6,health_beauty,45.43,64.9
278b3c6462e86b4556b99989513ddf73,278b3c64,small_appliances,20.99,29.99
0d009643171aee696f4733340bc2fdd0,0d009643,perfumery,237.3,339.0
be1be330cf34043d1c40d6114cbd11b5,be1be330,watches_gifts,104.3,149.0
07f01b6fcacc1b187a71e5074199db2d,07f01b6f,agro_industry_and_commerce,39.9,57.0
75b4372e69a42f8ae1d908c076f547b2,75b4372e,health_beauty,177.8,254.0
3569d4374a919941a50f57371b1dc93d,3569d437,health_beauty,69.93,99.9
a3c95dc653d9a279b160bc0179385ed1,a3c95dc6,bed_bath_table,126.0,180.0
0992c6cba95a13bfa68ea7d5e22d478b,0992c6cb,garden_tools,249.19,355.99
b1eae565a61935e0011ee7682fef9dc9,b1eae565,perfumery,279.93,399.9
2734390ee304b0f4817b3c233094fc16,2734390e,musical_instruments,167.3,239.0
32ee3f4e2493045726807808d7abbab6,32ee3f4e,bed_bath_table,62.93,89.9
c2367eda4f9623d0355dc5d7796d857a,c2367eda,bed_bath_table,454.93,649.9
7f34b85142d1ef9e077a0da9ada27385,7f34b851,furniture_decor,83.93,119.9
c478b1bbf9ec8c5691f37ccb83187386,c478b1bb,computers_accessories,97.93,139.9
f9ecf420c38b90a8af8e7f70fd789264,f9ecf420,sports_leisure,62.93,89.9
3a6a0247ced9dcb444b46caafdcdd368,3a6a0247,health_beauty,88.2,126.0
adf591c625cb265c12bc6749d3a2f757,adf591c6,health_beauty,22.4,32.0
3e0f398b664b26e3224c79dbf435191f,3e0f398b,sports_leisure,34.93,49.9
64c8f1a52b407d92518a1f8b79240a70,64c8f1a5,telephony,17.11,24.445
af16005fca813272caf59c432153949e,af16005f,furniture_decor,53.13,75.9
e6a1ff3552ba3305c1cf0a4dde50347f,e6a1ff35,auto,41.93,59.9
d8a405c732027a2af3187b031890933d,d8a405c7,auto,20.93,29.9
ce94e3c41145e28428cdae952a1fd7f2,ce94e3c4,watches_gifts,482.3,689.0
3f0f8de616df6efb39a48f3c64eea974,3f0f8de6,bed_bath_table,28.0,40.0
6ddc95e87149457c4c5177b0a474a9ba,6ddc95e8,furniture_decor,6.99,9.99
a2e2851eae0aebb8ee4df32348b42e2b,a2e2851e,computers_accessories,208.6,298.0
723f62c36c298037716bf60c0ad0df3a,723f62c3,watches_gifts,45.5,65.0
b2b3503e675abbc07e278151da072ed2,b2b3503e,furniture_decor,139.99,199.99
c18c01e09509a509e2b88d3ed40c580e,c18c01e0,baby,160.99,229.99
a41e356c76fab66334f36de622ecbd3a,a41e356c,unknown,69.51,99.3
e7cad5e8ed9b92e788262ad710c33bd0,e7cad5e8,sports_leisure,44.73,63.9
c33d78b97260227119fb2b71be168fca,c33d78b9,bed_bath_table,60.52,86.45
e8fd6f481db77b847e7ab93fa1510e7e,e8fd6f48,small_appliances,153.93,219.9
67bea89008edcb996cfe4e3d062b62a8,67bea890,housewares,32.89,46.99
e8e86cbab028363545a5bf0ca5e226ee,e8e86cba,furniture_living_room,97.93,139.9
c12b64bf0861a27e0f06c36ef82f457d,c12b64bf,sports_leisure,34.93,49.9
6f0169f259bb0ff432bfff7d829b9946,6f0169f2,home_construction,83.9,119.85
b6f3b8136ba8302906df7e11ff908751,b6f3b813,pet_shop,279.3,399.0
2be2be0a6a5916840503fdf50808ebcb,2be2be0a,housewares,16.94,24.2
8efa775719397f78f79c8e5c7b0afbd4,8efa7757,furniture_decor,53.9,77.0
9e87e3ee09baee5f5c0513ff37bc60ab,9e87e3ee,bed_bath_table,67.13,95.9
a0abcee0132a5aed003d98e459b37698,a0abcee0,bed_bath_table,82.59,117.99
7f6308ba4057a6a740af7b4dcfb79c13,7f6308ba,telephony,27.99,39.99
1eb4a9aee05c9cad041e09add2a26d68,1eb4a9ae,luggage_accessories,33.53,47.9
8da90b37f0fb171b4877c124f965b1f6,8da90b37,perfumery,96.53,137.9
712a72a78ffb66cb6eee87eebbf54519,712a72a7,sports_leisure,95.2,136.0
c5fb7fbe39f4e09e048ffbc5b28db49a,c5fb7fbe,signaling_and_security,33.18,47.4
f17b05cc8a7651896df8c30884200e9a,f17b05cc,air_conditioning,77.21,110.3
55ec10b39713ee81ee2c5bcb558cf866,55ec10b3,fashion_bags_accessories,9.31,13.3
c190c4fe582c5b7ffff586506de83f01,c190c4fe,furniture_decor,33.53,47.9
f908df99196805b5bc4ada9ef510b11b,f908df99,sports_leisure,146.93,209.9
ac5bae85a895724330c4acddd581b02b,ac5bae85,telephony,139.3,199.0
d8dee61c2034d6d075997acef1870e9b,d8dee61c,unknown,69.84,99.77
cbaff83e2c00a2b731d27276bbf52082,cbaff83e,art,175.0,250.0
ad67f74682943e3857eebf3ca2538d1a,ad67f746,bed_bath_table,69.92,99.88
1e12f1836c1f08b25ef78fcdf76fbf08,1e12f183,garden_tools,51.9,74.14
acd427ee119d5c71c7a85ae488cb0a6a,acd427ee,fashion_bags_accessories,26.6,38.0
60cf4effb6947283fa638d570bd07318,60cf4eff,baby,188.3,269.0
51fed4afb1b41d00ad9d25a73b7fbbc7,51fed4af,consoles_games,20.99,29.99
bb09cce52b336261572a5a7e25a33795,bb09cce5,housewares,9.17,13.1
65a6462e42e05ab3b8dc613566736825,65a6462e,luggage_accessories,126.7,181.0
f2396540fbfac27b5117f0dbd6744b50,f2396540,bed_bath_table,76.3,109.0
70d1bd3a042448105a71d0b41ecbc96b,70d1bd3a,consoles_games,118.29,168.99
0075c14603d80515e20908c156ceb47b,0075c146,sports_leisure,34.93,49.9
5a42f73d92034010a4e00360fb0df099,5a42f73d,sports_leisure,27.67,39.53
bcd58b852a3b0152b6b384c4e4474ba2,bcd58b85,cool_stuff,87.5,125.0
2bfb0bdbcea77da2879f0ef3be9a219e,2bfb0bdb,consoles_games,492.73,703.9
87fb220044e9aca16fbec51c6c997aa0,87fb2200,watches_gifts,69.3,99.0
484bf1dff778a416389aafd0dee1cb11,484bf1df,toys,42.0,60.0
56139431d72cd51f19eb9f7dae4d1617,56139431,unknown,32.13,45.9
3cef8174403f4fdedbf24fa67fa9f132,3cef8174,baby,559.99,799.99
003938452c98ff9ab28e9e7b4bfe97ab,00393845,furniture_living_room,125.93,179.9
8d6cb00151d423c52855385c89f0bae8,8d6cb001,auto,335.99,479.99
5877301b00f95e3c6118738b293dfab3,5877301b,home_appliances,27.99,39.99
e0bbe6292471ff5ab3752414baf78111,e0bbe629,watches_gifts,223.93,319.9
dd768d259ee6054e0dadd66c8e2be0b6,dd768d25,bed_bath_table,20.99,29.99
fc2edee55f4118969f4dc49f7a717605,fc2edee5,auto,125.64,179.49
b521fddf2c8a7e7d1791bfb3c1b2f278,b521fddf,sports_leisure,77.0,110.0
46b48281eb6d663ced748f324108c733,46b48281,unknown,59.43,84.9
db7e6804f1a8206a7e51c9a741a09d9e,db7e6804,toys,132.3,189.0
50556c630443502c11acde1c320fe278,50556c63,health_beauty,90.93,129.9
88d2c501ec765f5d7e8038fa6aab0e62,88d2c501,health_beauty,17.49,24.99
722fb67c17907e21734449c091420bf5,722fb67c,housewares,77.0,110.0
43b6d9e46e1e6b8ac743a1c31e462937,43b6d9e4,garden_tools,615.3,879.0
1ffe365aa7583189e63f2fa4f060b269,1ffe365a,sports_leisure,383.59,547.99
3014e35fd70fce29095ced5cdc89f4ce,3014e35f,telephony,17.42,24.89
e869d449cc32881790ef9af9b4c670f8,e869d449,office_furniture,279.93,399.9
a1b3a75aaaee5c9a683f2266c088f720,a1b3a75a,watches_gifts,279.93,399.9
7fdbc1ecf5fdf5c98d9b14e110133eb3,7fdbc1ec,sports_leisure,12.13,17.33
15b3d40f375c0645c1eed4ed1cd8e17a,15b3d40f,fashion_bags_accessories,16.79,23.99
1cf39a397efa955b102a52ee7ec5531c,1cf39a39,auto,349.99,499.99
f9471562478eba8761bc985b968a0092,f9471562,housewares,38.43,54.9
e96bac5656eaec25f3d76757fa16d9d3,e96bac56,home_construction,83.9,119.85
16b06ede456b922e56fbb4b3818aa875,16b06ede,fashion_bags_accessories,24.43,34.9
c7147724cd430269c6296fc758c0a086,c7147724,housewares,29.4,42.0
dbb399a8be7395d5b136d49fcdce13df,dbb399a8,computers_accessories,83.93,119.9
ed46d1fbd7bf78ce79910c09fb892abb,ed46d1fb,sports_leisure,76.3,109.0
d458378a178cd7cae60052319cebf235,d458378a,stationery,91.7,131.0
596363933adf57df745ecbc8afeec226,59636393,sports_leisure,51.72,73.88
4473f3e5c65952b074ef987fa5c24662,4473f3e5,telephony,20.99,29.99
8c9faf6aabee9b2a30b83f92d786f6de,8c9faf6a,books_general_interest,82.53,117.9
8e71b24c3e25a92fef6176120a67fac7,8e71b24c,computers_accessories,111.99,159.99
828fe032935d7c1901682e5b6cc076c2,828fe032,perfumery,69.86,99.8
19502a282608c5627fb32e22724727fc,19502a28,toys,69.93,99.9
df473738565b52f77b4e22b328b41576,df473738,costruction_tools_tools,16.38,23.4
657491063e8a63247a108a4d9cedf020,65749106,toys,69.93,99.9
a388f2043ca885de714453e4fac616e2,a388f204,telephony,17.43,24.9
4c6018f41a6c2e5543cc034e94f5ce5b,4c6018f4,garden_tools,517.3,739.0
a85543a371d5cfafedb80a8177a692b5,a85543a3,housewares,11.83,16.9
6b017e0d95d8765a6f2bed3bc272c61e,6b017e0d,fashion_underwear_beach,41.93,59.9
6d14f72afff32795290f2df6507f063c,6d14f72a,luggage_accessories,73.48,104.97
75b433ca888fe027b18dfac89a284667,75b433ca,electronics,9.03,12.9
9aa70106d14b83c7ad033592870b2b30,9aa70106,housewares,33.53,47.9
42fe4aefc7e8a45dd96a59af81dd3fef,42fe4aef,auto,76.93,109.9
a04cf12934a318be6550b1aeab938bf2,a04cf129,fashion_shoes,255.5,365.0
224703229a7c966a5b191651e1561be2,22470322,sports_leisure,33.54,47.92
43724b27731595d954e911f443fb1cc4,43724b27,construction_tools_construction,111.82,159.75
b29ca3d3127057c43ef4b364bbe360ea,b29ca3d3,health_beauty,174.99,249.99
5e21d5cab5d33e770d8150a4ee6117db,5e21d5ca,watches_gifts,34.3,49.0
55610b8b7d48294e69fc23f513dfbe98,55610b8b,furniture_decor,10.5,15.0
68bfdbfe84f03af17733b10362f10020,68bfdbfe,furniture_decor,31.5,45.0
5fb61f482620cb672f5e586bb132eae9,5fb61f48,unknown,48.93,69.9
a5bc1334f1762ce0a844f3f694dc08e1,a5bc1334,bed_bath_table,48.99,69.99
701ff123e9085dcc9c2f833efded6374,701ff123,cool_stuff,276.5,395.0
73b499a2f5002c0a2158a478cc5a096c,73b499a2,housewares,97.99,139.99
42f14eda412436b96cde4f4025ed5f25,42f14eda,sports_leisure,65.33,93.33
47969dd948e918289f809be899ddfb4c,47969dd9,stationery,30.79,43.99
446295cf6f689d4db477145815362608,446295cf,stationery,52.85,75.5
280c05c66173c2b377f3e449e33abc6d,280c05c6,toys,55.93,79.9
4a96de21ccfb22ebe1c56992acbbd7fc,4a96de21,air_conditioning,69.65,99.495
c45a1de8cdb00af9ba1f3c097561b77a,c45a1de8,bed_bath_table,41.3,59.0
1b37262ebd1307a6c9aab9aca8584e76,1b37262e,pet_shop,571.9,817.0
04869307f7e7dc5b07f1d83406ade1e5,04869307,toys,97.93,139.9
8bb6ace4cf2411747ea1cfecad5a458d,8bb6ace4,baby,77.0,110.0
21db47f6493b06e8e7fc562ec9890e77,21db47f6,computers_accessories,55.99,79.99
f4d705aa95ccca448e5b0deb6e5290ba,f4d705aa,bed_bath_table,17.43,24.9
bbaef2eadf31fe3ea6702077398be06c,bbaef2ea,perfumery,39.89,56.99
3fc3d637781e5d185455013606a6e2cd,3fc3d637,electronics,23.03,32.9
21d325f98c6505a72b1bcf363f3d3f88,21d325f9,toys,31.49,44.99
f6691c7e7a0c12d28003c97608dfe605,f6691c7e,fashion_male_clothing,136.5,195.0
c615805546392ec3b8a20c6590c4d400,c6158055,pet_shop,104.3,149.0
6e9c52b407fea24064f7ab2b144fbf8c,6e9c52b4,baby,194.25,277.5
e07f6e9343cad06f34d0a7a09eeac4d7,e07f6e93,health_beauty,20.01,28.58
80fc21f90a43fdcfc623f11f5457db10,80fc21f9,watches_gifts,82.6,118.0
9cafef108028ea326352e901a8b729a7,9cafef10,bed_bath_table,45.43,64.9
dd783a33bc94bef9c728611320d559e7,dd783a33,health_beauty,31.5,45.0
ec019a7e1feb42072e2a07b6317c7edb,ec019a7e,toys,24.49,34.99
20424e1f503b9ceeeee60b717b11ec36,20424e1f,housewares,101.5,145.0
795ed173180b101b114960e572d2181f,795ed173,luggage_accessories,34.23,48.9
40a75445dcf4958b8c9b3dac6898094b,40a75445,sports_leisure,46.13,65.9
fff0a542c3c62682f23305214eaeaa24,fff0a542,stationery,5.25,7.5
21419fbb5e6e21591c1dc83cb75aec07,21419fbb,home_construction,530.45,757.7850000000001
d801448d8cf48fd15a66dc8779d47241,d801448d,watches_gifts,111.23,158.9
d1fbb5683c8e93f314d0f2bf40d07761,d1fbb568,bed_bath_table,66.52,95.03
4e7f36f28c51e114a343625b628dd429,4e7f36f2,cool_stuff,13.65,19.5
58bef3ad35aed45b92cf03510e6cf5ce,58bef3ad,sports_leisure,87.5,125.0
532d7f19b8005e415f5b98a1cf4a8690,532d7f19,housewares,13.26,18.95
aedb7e30007f6051c5b3f97156b0848a,aedb7e30,art,8.4,12.0
c752f2bc46ad4b389290cf5828a1db62,c752f2bc,health_beauty,24.43,34.894999999999996
7207700449f2433076d70a5b1c004eb4,72077004,consoles_games,57.33,81.9
582dfc3697c5f834a5ddf28460ba9222,582dfc36,fashion_bags_accessories,13.99,19.99
54910b8287ecea5f93a008ebfa94a15c,54910b82,bed_bath_table,200.2,286.0
ecaae002060173ec59f5b168cbd55d70,ecaae002,auto,23.03,32.9
9e48435521202c8795e21ac42efcc761,9e484355,computers_accessories,20.99,29.99
f46c384460008df0071849d01b39834f,f46c3844,sports_leisure,41.23,58.9
4fe53f6c123977ffa0dda91a2962c9e8,4fe53f6c,furniture_decor,13.93,19.9
7aeb83cae61b0e94e6426cba2598ad9e,7aeb83ca,housewares,34.93,49.9
3fc23ad64a8ee1f1451c8c44932c5d22,3fc23ad6,costruction_tools_tools,6.92,9.88
e10758160da97891c2fdcbc35f0f031d,e1075816,unknown,39.2,56.0
dccef777bc505f2eca720502c209988d,dccef777,home_appliances,58.8,84.0
b6be875acca0b4862cae6479c5d9e6fa,b6be875a,garden_tools,13.37,19.1
84e1b9c6ba2ed178bd217097b41f1251,84e1b9c6,kitchen_dining_laundry_garden_furniture,52.43,74.9
93c285dad77a797cf2193ead6afbe107,93c285da,housewares,46.13,65.9
1ba7948f3aa31cdaf78a4885f3c5385a,1ba7948f,toys,97.99,139.99
6a61a5d77a8571a0646e8c0f75f572f4,6a61a5d7,health_beauty,116.13,165.9
0e40b1ed4cfd3da1962ec91913e54ba8,0e40b1ed,electronics,9.56,13.65
2de8789bf8abcd2f6c7866f9429b1986,2de8789b,pet_shop,44.8,64.0
d394d30215872be4cda2c67c1ce5b981,d394d302,sports_leisure,23.8,34.0
9181a16945ef449aa81212d5139945ec,9181a169,baby,69.3,99.0
b166907a5770631b7deedd0891b1b7ab,b166907a,housewares,52.4,74.85
302a19dacdbb5ed2f74f9dee8126ef79,302a19da,baby,37.8,54.0
1fb2c1a0d7f863e0644077cb5d8f80df,1fb2c1a0,office_furniture,153.93,219.9
0a17941f41b99d2f070fab54b458a4a4,0a17941f,luggage_accessories,80.43,114.9
98190f6a2c3253d07ca86525bb238162,98190f6a,electronics,50.4,72.0
a18a23a783fb7576a8f0f6fbc2ae2b58,a18a23a7,health_beauty,162.66,232.365
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,e2c3ed9a,toys,69.99,99.99
71c808620fa8dafbe6cd6c638cc67567,71c80862,sports_leisure,30.73,43.9
25cdef5b1428725aa16b8b9a6fbd72ca,25cdef5b,industry_commerce_and_business,45.43,64.9
a1bf559ac1eab015ba992bd76d9d76c7,a1bf559a,computers_accessories,18.13,25.9
3b82733180834cc02658403163260204,3b827331,office_furniture,160.99,229.99
eca3036ef7ba11b3331c334b7053fe13,eca3036e,telephony,31.49,44.99
6b75ce117b8fcc75289cb6cbe589de6c,6b75ce11,fixed_telephony,140.35,200.5
23ab7bb9eac81e85ec43ed71064cf7ce,23ab7bb9,bed_bath_table,20.99,29.99
5cfe07a11fd4f35d3c5ca21cd60cee6e,5cfe07a1,fashion_shoes,64.68,92.4
78119fbfa709d07b86f5ccf15043c6d6,78119fbf,cool_stuff,139.3,199.0
9138555a5066b7f16bf15e75c7db067c,9138555a,construction_tools_lights,55.93,79.9
1ec5373950b7877c5de483a123223810,1ec53739,sports_leisure,122.5,175.0
34607082301052079a3bffcd12c5ecfb,34607082,housewares,315.0,450.0
4ceab0364ce2bef8363b89f4719bbff7,4ceab036,bed_bath_table,69.93,99.9
c9fe02894880831f6f28d5ac212d036f,c9fe0289,construction_tools_safety,76.3,109.0
3c883b9d3fd2d0ce448d4136349dc0a4,3c883b9d,bed_bath_table,38.5,55.0
98d0e0ca6213edc063889593a2475e36,98d0e0ca,auto,1182.3,1689.0
f2c1df0fc307ec60e3321c708c1dcac3,f2c1df0f,bed_bath_table,33.6,48.0
622d3b263cd40b06e1eeea144fb83f19,622d3b26,baby,10.49,14.99
15cd31f93b25e5a517f05b1af31d353f,15cd31f9,toys,31.5,45.0
cd7701670288642f7be9437dec9034c1,cd770167,perfumery,69.99,99.99
3519403062e217f433e0bbdc52e0b19f,35194030,consoles_games,27.93,39.9
37dffde0476450e75dae423136954b0f,37dffde0,auto,104.3,149.0
d68bd4dedccc5545b1ff6629de8fb021,d68bd4de,computers_accessories,34.93,49.9
e4c0d69bafff0157f574aae9a147a8c1,e4c0d69b,furniture_decor,6.99,9.99
b6b4ab44d1f3c2a645abbda76af2a993,b6b4ab44,watches_gifts,62.93,89.9
d19d6968c8fa843da04bf9c9d23c312f,d19d6968,auto,58.03,82.9
de984954e2e130136bcf8988bc973d90,de984954,musical_instruments,139.3,199.0
c6336fa91fbd87c359e44f5dca5a90ed,c6336fa9,sports_leisure,32.13,45.9
d10abea506594de1dd5ea21851f94062,d10abea5,health_beauty,27.93,39.9
4bae12e58c9b828e1302a2cad437b80a,4bae12e5,consoles_games,133.0,190.0
aba0932cedf32b2a7b6b832f11769613,aba0932c,health_beauty,220.5,315.0
f777c903946dd86fd00cd5b32ec3e907,f777c903,construction_tools_construction,393.33,561.9
39e3b9b12cd0bf8ee681bbc1c130feb5,39e3b9b1,unknown,88.74,126.77
2e511b5741ab14e7f5294df6f1310b03,2e511b57,computers_accessories,82.6,118.0
74f250adf8f41738ca96718232a41499,74f250ad,furniture_decor,12.53,17.9
f16ced867a24a244afefb5b867f337df,f16ced86,fashion_bags_accessories,111.93,159.9
1ce0e963805e3c170485768e8b09fe65,1ce0e963,furniture_decor,27.93,39.9
794de06c32a626a5692ff50e4985d36f,794de06c,unknown,34.93,49.9
a530b23a71594d0d986a30359e207762,a530b23a,furniture_decor,38.43,54.9
d294bd539d8c70342149beb38b767afc,d294bd53,watches_gifts,342.3,489.0
fe9184887637170f6da65623475d6a66,fe918488,construction_tools_construction,28.63,40.9
3da6f3c6c1ac8c36ff45b1a493a44e82,3da6f3c6,furniture_decor,34.3,49.0
8a4667ce8c036b0d54dd65a38298bfc0,8a4667ce,luggage_accessories,38.12,54.45
26d114f0b4f14f5e3b3db0e211019777,26d114f0,furniture_decor,60.71,86.73
ef22b718807d8b96162d9b021912f178,ef22b718,fashion_male_clothing,17.43,24.9
599e5320aef0c7dd9e3fed9b2f673d41,599e5320,computers_accessories,56.98,81.4
acfc0fd945c522a0d2266d45bcdd91c6,acfc0fd9,pet_shop,66.43,94.9
2029248294c186017ecfc48cecd47bbd,20292482,garden_tools,88.89,126.99
e8f22df5fa5b454907286aa61d6216a8,e8f22df5,fashion_shoes,50.27,71.82
4da06dee0a480b5d666886ea00b4d9b3,4da06dee,bed_bath_table,17.85,25.5
39d5f0edfbb6ee4d1c524dd620c0bc7a,39d5f0ed,garden_tools,16.16,23.09
185013b2b9237c14bd26a394d9fda023,185013b2,air_conditioning,32.34,46.2
3d1e658dd7dc71b44b125bdd18236fb3,3d1e658d,furniture_decor,34.93,49.9
5e459bd31247ee46fa95b09556600a6a,5e459bd3,fashion_shoes,26.53,37.9
bb31a27a0b24236c8ce7e0c6264c51ec,bb31a27a,telephony,13.99,19.99
99a5e7a2c16478ff3f0ea9c20eb2820f,99a5e7a2,auto,125.64,179.49
8a2d3285de64b2117fbf83784acd09fc,8a2d3285,auto,69.99,99.99
fdac82e439dafa5f87a9547581532380,fdac82e4,auto,45.36,64.8
b3f29e4bbae3c829f7c4231074c307ee,b3f29e4b,housewares,90.3,129.0
115bc0865dc675638645e1ab5311e30c,115bc086,baby,36.39,51.99
e71ba6dc5ef4b3bada7ee8d17304d31e,e71ba6dc,consoles_games,172.88,246.97
062597771ee91356ea34084f28c03a4b,06259777,fashion_bags_accessories,19.11,27.3
8d51190d4e52d32e6abf3d0551501114,8d51190d,telephony,6.92,9.88
10d43b23591dde746f32fe6a7beb5bfb,10d43b23,health_beauty,66.5,95.0
b0cd550945da1de6eb9cb69595d540df,b0cd5509,sports_leisure,59.43,84.9
e83ded7d97b96d338c4e72bb1ff7676c,e83ded7d,garden_tools,30.8,44.0
