warehouse_id,city,state,warehouse_name
0692610d8abe24f287e9fae90ea0bbee,sao paulo,SP,RouteSphere Sao Paulo Transit Hub
7b07b3c7487f0ea825fc6df75abd658b,sao paulo,SP,PrimeAxis Sao Paulo Freight Terminal
99002261c568a84cce14d43fcffb43ea,cuiaba,MT,NovaPort Cuiaba Logistics Hub
e5899683388855d3dabe8913bbe365de,sao carlos,SP,NovaPort Sao Carlos Logistics Hub
784ba75dd9d20200c4caed3d7a77141a,sao paulo,SP,AeroLink Sao Paulo Supply Depot
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,UrbanLift Sao Paulo Supply Depot
0ad80de75c811326389cfb1daba7d45e,rio de janeiro,RJ,AeroLink Rio De Janeiro Supply Depot
b9a03475e6447e631b6799ec8274800f,formosa do oeste,PR,PrimeAxis Formosa Do Oeste Freight Terminal
ba6b4a237f92479743cf0ca06b67a9ac,rio de janeiro,RJ,MetroCargo Rio De Janeiro Logistics Hub
ea00f977a203ff88adf7057cb7806998,santos,SP,UrbanLift Santos Logistics Hub
82e0a475a88cc9595229d8029273f045,sao paulo,SP,CargoPulse Sao Paulo Supply Depot
ad75519a07f039025e83795a4418470f,santa terezinha de goias,GO,BlueLane Santa Terezinha De Goias Transit Hub
34aefe746cd81b7f3b23253ea28bef39,curitiba,PR,RouteSphere Curitiba Transit Hub
ed4acab38528488b65a9a9c603ff024a,sao paulo,SP,NovaPort Sao Paulo Transit Hub
f0837c8d71434931d9e38e7b79234797,arvorezinha,RS,NovaPort Arvorezinha Transit Hub
fce62094ffe6a4009188ec44e681dfdd,sao paulo,SP,SkyRoute Sao Paulo Supply Depot
ebef8d8c92b4fd3226e5d407bbff21ac,ribeirao preto,SP,AeroLink Ribeirao Preto Freight Terminal
d73cbd89533ce8b041a9190241453ac8,guiricema,MG,RouteSphere Guiricema Transit Hub
75a4764c108403a7a0575140cb22287c,caxias do sul,RS,MetroCargo Caxias Do Sul Freight Terminal
70c0fda4c313d87115644d39e62eec60,caruaru,PE,RouteSphere Caruaru Logistics Hub
ffcfefa19b08742c5d315f2791395ee5,curitiba,PR,CargoPulse Curitiba Freight Terminal
26e13b6ff5b641b329e5524241ee2c93,franca,SP,NovaPort Franca Supply Depot
0ade5cc4a305ed7093a23f68ca47519c,curitiba,PR,CargoPulse Curitiba Logistics Hub
fc59392d66ef99377e50356ee4f3b4e1,salvador,BA,MetroCargo Salvador Logistics Hub
b18dc380845b24038cfc48006478f099,diadema,SP,TerraFleet Diadema Freight Terminal
f22a247b79dd22ecd91dc8e3b2a1b07c,itaquaquecetuba,SP,NovaPort Itaquaquecetuba Freight Terminal
889009a0ed0bb52c87819941192931b8,lencois paulista,SP,TerraFleet Lencois Paulista Transit Hub
ffc470761de7d0232558ba5e786e57b7,guarulhos,SP,SkyRoute Guarulhos Transit Hub
4c498c7345e89aebad651544829beca0,carapicuiba,SP,PrimeAxis Carapicuiba Supply Depot
01bcc9d254a0143f0ce9791b960b2a47,uruacu,GO,MetroCargo Uruacu Supply Depot
f021c962aaba8ef6eb527a9c2c8394d1,itajai,SC,BlueLane Itajai Distribution Center
024b564ae893ce8e9bfa02c10a401ece,sao paulo,SP,BlueLane Sao Paulo Supply Depot
a513150f33f99a06569e9cd5c4bb889b,sao paulo,SP,MetroCargo Sao Paulo Freight Terminal
c1dde11f12d05c478f5de2d7319ad3b2,sao paulo,SP,CargoPulse Sao Paulo Distribution Center
02f5837340d7eb4f653d676c7256523a,curitiba,PR,AeroLink Curitiba Distribution Center
7b98de631987e26dd6d803490c43a13c,loanda,PR,MetroCargo Loanda Logistics Hub
f12ff17ad8bbf01ec5c33b17e506649b,sao paulo,SP,UrbanLift Sao Paulo Transit Hub
a64e44665225d19dfc0277eeeaaccc57,sao paulo,SP,PrimeAxis Sao Paulo Logistics Hub
6a8a889bde935bafa76d7848782dfaf9,sao paulo,SP,RouteSphere Sao Paulo Transit Hub
42b6488f5b8246d9141712abd4b1b693,maringa,PR,AeroLink Maringa Transit Hub
d6cd01c59123df02fc226eadbadb5f89,sao paulo,SP,TerraFleet Sao Paulo Supply Depot
c8e135e7b21ecbc36c1153a29d2f5a06,sao paulo,SP,TerraFleet Sao Paulo Supply Depot
229c3efbfb0ea2058de4ccdfbc3d784a,belo horizonte,MG,RouteSphere Belo Horizonte Distribution Center
f9a02f1922d1de564392e656d82b3fda,ferraz de vasconcelos,SP,MetroCargo Ferraz De Vasconcelos Freight Terminal
9523fb39dd240aa958e040f8183d64f3,sao paulo,SP,NovaPort Sao Paulo Transit Hub
95ec4458365c4d11f452ccf538377619,limeira,SP,PrimeAxis Limeira Supply Depot
6ec1a01e866584bb679eb9b098345919,santos,SP,SkyRoute Santos Transit Hub
f6122bc84774df1b372bdb3bb88ddb9f,barueri,SP,CargoPulse Barueri Supply Depot
fa40cc5b934574b62717c68f3d678b6d,sao paulo,SP,TerraFleet Sao Paulo Freight Terminal
623ad9d0c1e14bb5464a8c72bff7b4af,claudio,MG,BlueLane Claudio Supply Depot
c0098efcf800861dcae589affca31408,ribeirao preto,SP,AeroLink Ribeirao Preto Freight Terminal
a63bfbaa882c8f4542891b4e2246cc7f,niteroi,RJ,RouteSphere Niteroi Supply Depot
48b6c3f4c6a93171da04b75313f2130f,osvaldo cruz,SP,NovaPort Osvaldo Cruz Logistics Hub
270d3ef21830ad0ecf3a6c53d08a533a,carapicuiba,SP,PrimeAxis Carapicuiba Freight Terminal
89c127985a8b130cfa45c1d36764017a,osasco,SP,MetroCargo Osasco Supply Depot
8b2492b7ff4468839593fafeed55bad9,sao goncalo,RJ,BlueLane Sao Goncalo Transit Hub
1e9d5a33694bddb76316fd1f54734d20,jaciara,MT,BlueLane Jaciara Logistics Hub
5e49e3a44bdeb5aab2684258bbd4f525,balenario camboriu,SC,NovaPort Balenario Camboriu Logistics Hub
8e34331b7eedd03be4e5d965c1956225,sao paulo,SP,BlueLane Sao Paulo Supply Depot
aaed1309374718fdd995ee4c58c9dfcd,timbo,SC,CargoPulse Timbo Logistics Hub
11d4c477d09821164bca4f70a2eae031,ribeirao preto,SP,CargoPulse Ribeirao Preto Supply Depot
ff314fa6033cc68ec451c47aee2d6ba4,sao paulo,SP,TerraFleet Sao Paulo Logistics Hub
d1c7fa84e48cfa21a0e595167c1c500e,jacutinga,RS,SkyRoute Jacutinga Supply Depot
c7246702dc991a06d788120dc7544391,fortaleza,CE,SkyRoute Fortaleza Freight Terminal
e819bcfade7b5d88a27325eb6cfd62c5,guarulhos,SP,SkyRoute Guarulhos Freight Terminal
6d2f2e3b539480db1e0842b3a4e32e6e,guarulhos,SP,SkyRoute Guarulhos Transit Hub
e88165a185134e13fdfc85d4fa654db8,ferraz de  vasconcelos,SP,UrbanLift Ferraz De  Vasconcelos Distribution Center
9e6229250fedbe05838fef417b74e7fb,mirandopolis,SP,TerraFleet Mirandopolis Supply Depot
5abb8ea023c77787f2c15da891c8d384,joinville,SC,TerraFleet Joinville Logistics Hub
1d953075c2f0dd990bacf27b83b330f1,belo horizonte,MG,PrimeAxis Belo Horizonte Supply Depot
817245bcc3badd82bbd222e0366951a6,bauru,SP,NovaPort Bauru Logistics Hub
caa9bc43a9fe8cf9c564ddd8a03cc4a6,jacarei,SP,NovaPort Jacarei Freight Terminal
615005a3ef192c00c6f0e977cee3d2bc,itu,SP,MetroCargo Itu Logistics Hub
1284de4ae8aa26997e748c851557cf0e,laranjeiras do sul,SP,NovaPort Laranjeiras Do Sul Freight Terminal
5fd924b4836098a5be0ecf81ba054ce0,sao paulo,SP,BlueLane Sao Paulo Supply Depot
7178f9f4dd81dcef02f62acdf8151e01,videira,SC,BlueLane Videira Freight Terminal
8132b9bd16876e1b0f8808d43825dd48,florianopolis,SC,RouteSphere Florianopolis Logistics Hub
3f995f07c49d0d55a99d5c54957f7d81,itapecerica da serra,SP,CargoPulse Itapecerica Da Serra Transit Hub
a6bd7d1ccdac48c6b33b28596b7eb122,mamanguape,PB,AeroLink Mamanguape Supply Depot
6650fcccd8cd2f7e55ffa524f30c4c59,sao paulo,SP,TerraFleet Sao Paulo Freight Terminal
3db66a856d18a9cba7c9241fc5221c50,ponte nova,MG,BlueLane Ponte Nova Distribution Center
8b181ee5518df84f18f4e1a43fe07923,goioere,SP,CargoPulse Goioere Supply Depot
10ff823eda2b032e2c93d17a7d294736,pederneiras,SP,RouteSphere Pederneiras Supply Depot
b4a476fbd28de64b1e347abf9089366a,itapevi,SP,SkyRoute Itapevi Distribution Center
39c763cca83e654764b7a4a650fb9b7c,goiania,GO,SkyRoute Goiania Distribution Center
dadc51ef321949ec9a3ab25cd902e23d,sao paulo,SP,BlueLane Sao Paulo Logistics Hub
83b08de96980757220871b31bf6cffca,rio de janeiro,RJ,TerraFleet Rio De Janeiro Logistics Hub
14a08204d03bb6b6bde8029f801ae0eb,sao paulo,SP,CargoPulse Sao Paulo Logistics Hub
bee36b4f9a2b9fdcaff6ec05df202ed0,sao paulo,SP,UrbanLift Sao Paulo Supply Depot
28872dc528e978a639754bc8c2ce5a4c,caxias do sul,RS,UrbanLift Caxias Do Sul Distribution Center
c85d7b477a709c85a1e8b8f25aa1b270,sao bernardo do campo,SP,BlueLane Sao Bernardo Do Campo Distribution Center
739c7d7be81f63812dea0d1b1451c651,campina grande,PB,PrimeAxis Campina Grande Freight Terminal
657969cca82e884d272385ec0ef06edd,estancia velha,RS,AeroLink Estancia Velha Transit Hub
455befea1bb853c75ccbca94cff26e5c,resende,RJ,PrimeAxis Resende Transit Hub
800214c63934acd05d47e84214db8ba8,jaragua do sul,SC,NovaPort Jaragua Do Sul Supply Depot
5cf1ec37aea089f45110c70653a166ab,sao paulo,SP,MetroCargo Sao Paulo Transit Hub
0a82f5fb06a4fe4ac2cf7cb412ec71b8,sao paulo,SP,UrbanLift Sao Paulo Distribution Center
e45edf75f568ed2f93f78d060e246e25,rio de janeiro,RJ,NovaPort Rio De Janeiro Supply Depot
3d621842b2ed28e2b474132480edac3c,sao paulo,SP,NovaPort Sao Paulo Distribution Center
baf15155e37ef5492731459bdc05be8a,sao paulo,SP,PrimeAxis Sao Paulo Logistics Hub
c0aff2da32c17759d30b22fb0af6649d,florianopolis,SC,BlueLane Florianopolis Supply Depot
a17f621c590ea0fab3d5d883e1630ec6,sorocaba,SP,RouteSphere Sorocaba Transit Hub
4deebb3199eeafb282ae33229144f94b,sao paulo,SP,SkyRoute Sao Paulo Logistics Hub
9d69ba0a7a626a64dc5db08e529559cf,ribeirao preto,SP,SkyRoute Ribeirao Preto Distribution Center
f92d8c817434bd2d84d4e9c61322b7fa,sorocaba,SP,SkyRoute Sorocaba Distribution Center
8ca5b19e0263150d2c57afdde2b3d011,maua,SP,UrbanLift Maua Freight Terminal
eec3469d83e142f9a104886655338c37,bauru,SP,MetroCargo Bauru Distribution Center
55bb6fe5bebe5012e2d7d9928e1128ff,bauru,SP,SkyRoute Bauru Logistics Hub
d180e07dc1e58c31c3f0cd599dc4d945,belo horizonte,MG,PrimeAxis Belo Horizonte Freight Terminal
d6b1ce66b035a475f00c017792ff9769,salto,SP,UrbanLift Salto Logistics Hub
3aa3c89ae3cd482385568be76120f63c,goiania,GO,TerraFleet Goiania Logistics Hub
fe4cd9461203cee790d36792420b310f,caratinga,MG,CargoPulse Caratinga Distribution Center
c3aad7dc65449ae90a5e9c3c6c1e78e0,auriflama/sp,SP,UrbanLift Auriflama/Sp Logistics Hub
f5fea3ffed6c2e889bab72705557c63a,rio de janeiro,RJ,AeroLink Rio De Janeiro Freight Terminal
ececbfcff9804a2d6b40f589df8eef2b,franca,SP,TerraFleet Franca Logistics Hub
a254c682cc01e119f83530446f1df9a9,cafelandia,SP,UrbanLift Cafelandia Freight Terminal
830379336fad8c6f3b15a4a3ddb5c66e,sao paulo,SP,TerraFleet Sao Paulo Transit Hub
7d13fca15225358621be4086e1eb0964,ribeirao preto,SP,AeroLink Ribeirao Preto Distribution Center
1b4c3a6f53068f0b6944d2d005c9fc89,sao ludgero,SC,NovaPort Sao Ludgero Transit Hub
b92e3c8f9738272ff7c59e111e108d7c,uba,MG,SkyRoute Uba Logistics Hub
b8555308bfdb4ca1ed54325a58da9a97,sao bernardo do campo,SP,SkyRoute Sao Bernardo Do Campo Freight Terminal
71593c7413973a1e160057b80d4958f6,sao paulo / sao paulo,SP,SkyRoute Sao Paulo / Sao Paulo Freight Terminal
1dc2de47ee26a0a5b12dc14fd6dc0dea,ibitinga,SP,AeroLink Ibitinga Freight Terminal
6c6e3d67f969468f3bfd33f827a31222,maringa,PR,RouteSphere Maringa Freight Terminal
66d5ae34537110d3affc56174dad2b2f,sao jose do rio preto,SP,AeroLink Sao Jose Do Rio Preto Freight Terminal
781a66c0d89e30814d49fe8b5e14cd07,campinas,SP,TerraFleet Campinas Transit Hub
a4bd6e9adf39b63f43dc545d3ca1f53d,rio de janeiro,RJ,UrbanLift Rio De Janeiro Transit Hub
f88adb15807168d3c43d71021090ce4a,porto ferreira,SP,BlueLane Porto Ferreira Logistics Hub
fa8d335d68129e464e60c1826a683e96,tres coroas,RS,PrimeAxis Tres Coroas Logistics Hub
f12d3c2a14729ae461b920c11fe20fdc,santo andre,SP,RouteSphere Santo Andre Transit Hub
4917cee8d902e13428c3ec4b1ca6f315,blumenau,SC,NovaPort Blumenau Distribution Center
741f8c587cb4248ebc5b779a0e8e0e51,santo andre,SP,RouteSphere Santo Andre Supply Depot
4bcec44888b30ba9001234c534716d3f,santo andre,SP,TerraFleet Santo Andre Logistics Hub
a663d9c3797e90eac99ff60939416a56,sao paulo,SP,MetroCargo Sao Paulo Supply Depot
dff87e4de60c9736ce8df835951b09bc,sao paulo,SP,RouteSphere Sao Paulo Distribution Center
ac1ed5fc15901fbc92920361eb4ab350,sao paulo,SP,PrimeAxis Sao Paulo Freight Terminal
f9903dd0f812c7e771fcad47b6fff231,blumenau,SC,SkyRoute Blumenau Supply Depot
ac9b01377919cdbd2a1bbb8d5837c70b,mogi das cruzes,SP,RouteSphere Mogi Das Cruzes Transit Hub
5011f0d93373a4c5753adf58ca77af8d,santos,SP,UrbanLift Santos Transit Hub
a4e634166243bbb3a13fa584463fa468,osasco,SP,SkyRoute Osasco Freight Terminal
50bf89f1349bc0409a268c3a49678009,jaci,SP,CargoPulse Jaci Transit Hub
50c9975695009e5e6473912e83a6d1da,claudio,MG,TerraFleet Claudio Distribution Center
42d4b7e70819438f5ada61c965e92d7e,goiania,GO,NovaPort Goiania Transit Hub
7aa4334be125fcdd2ba64b3180029f14,laranjal paulista,SP,BlueLane Laranjal Paulista Distribution Center
b14db04aa7881970e83ffa9426897925,sorocaba,SP,AeroLink Sorocaba Logistics Hub
fac1a9017ade7bdc94058fc1c969f355,sao paulo,SP,RouteSphere Sao Paulo Supply Depot
31ae0774c17fabd06ff707cc5bde005f,americana,SP,UrbanLift Americana Transit Hub
f0ec6a2adb05c62655a26dd347b8dede,sao paulo,SP,NovaPort Sao Paulo Transit Hub
cc1f04647be106ba74e62b21f358af25,sao paulo,SP,TerraFleet Sao Paulo Distribution Center
